cs_textrec_ID,cs_ID,text::t_notes,text::t_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,cs_code_leadership_other_traits,cs_code_leadership.norms,cs_code_leadership_qualities,cs_code_leadership_functions,cs_code_group_choose,cs_code_group_purpose,cs_code_group_structure
734,10711,Bad leaders,734,-1,equally quick to transfer their loyalties to another leader who may promise more or give rewards.,-1,-1,"or Iban anembiak have always been quick to discredit a leader who abuses his privileges by neglecting them, 24
Although well-known, the Iban Pesaka Party candidates in the Sibu District were defeated to a man in the election of 1970 for neglecting their constituents.
and equally quick to transfer their loyalties to another leader who may promise more or give rewards",-1,-1,-1,-1,-1,-1
735,10712,Description of chief ,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
736,10713,Chief description ,736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
737,10714,Headhunting and influence,737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
738,10715,Wealth ,738,-1,-1,-1,-1,-1,-1,"he must have the chief requisitc: wealth — wealth in the form of land, produce, stock, or in most recent times, money.",-1,-1,-1,local group
739,10716,"Insider vrs outsider preference, women disagree ",739,"Without the women's efforts and donations of tea, coffee, and sandwiches, it is nearly impossible to raise money. This is one way in which they can refuse their services to make a statement [Page [p.142-a]] about local politics.",-1,-1,It was agreed that the money would be spent to paint the hall. However the contract was arranged with a painter without consulting other painters for estimates. The women saw this as unfair manipulation for patronage by one of the traditional leaders. They therefore decided they had “done their part” and did not hold any more events for the hall fund.,"Consequently, many of the people whose primary interests are with tourism (and this includes many merchants), are designated as “Outsiders” in distinction from “Locals” whose contacts are with fishing. The factional split is often reinforced by traditional community leaders such as the minister or clerk, whose interests are associated with the support of the locals. ... the women often find themselves opposed to traditional leaders such as the minister or clerk.",-1,-1,the minister asked the woman if they would help raise money for the repairs.,-1,-1,local group
740,10717,"Hereditary, summary of leadership strategy ",740,-1,-1,-1,-1,-1,-1,-1,"He goes to camp with them each year, he goes to war with the men of his own place, in the 51st Division or in the Lovat Scouts, and all too often they have died together in battle.",-1,-1,regional leadership
741,10718,"No leadership, ",741,-1,-1,-1,-1," In any cooperative venture beyond the family level, there is no one who can step forward to act as a foreman. The assumption of this role would upset the basic status equality of the crofters, unless the person wishes to be regarded as an eccentric.",-1,-1,-1,-1,-1,township
742,10719,"? Newcomers lead, specific ritual ??",742,-1,-1,-1,-1,When the native-born take part in the formal activities they do so as participants rather than as organizers or directors. The necessary roles of leadership are left to the newcomers or to the landed gentry.,-1,-1,-1,-1,-1,village
743,10720,Gentry ?,743,-1,-1,-1,-1,Leadership and political power remain in the hands of the gentry.,-1,-1,-1,-1,-1,-1
744,10721,"When leaders do emerge, labeled eccentric, degraded, egalitarian type?",744,-1,-1,-1,"he is always resented by the remainder of the township and his neighbors do not hesitate to show their displeasure. As an eccentric, he is dubbed with a cynical title, such as “the sheriff.” ..The aspiring leader becomes the subject of numerous jokes. Any human failing he displays is immediately taken as a means to censure him. These are negative social sanctions less drastic than ostracism.","Occasionally, an individual fancies himself as a self-elected leader, but he is always resented by the remainder of the township and his neighbors do not hesitate to show their displeasure....He could not understand why so many people made fun of him when he was only trying to help.",-1,e was a well traveled man and a walking encycleopedia of miscellaneous facts.,-1,-1,-1,township
745,10722,"Ascribed differences, but that's it
",745,-1,-1,-1,-1,"Still, at the bottom, there is equality. No man can step forward as a leader. ",-1,-1,-1,-1,-1,township
746,10723,Group size ,746,-1,-1,-1,-1,"The fundamental status equality which we found for the crofters within the township carries over to the neighborhood, but, as would be expected, there is often a need for leadership in this larger group. ",-1,"The teacher is automatically rated socially because of his important function, educating the children of a people who value education, and his university background. Further, he is from the Outer Isles and, therefore, is not expected to conform to all the traditional norms. ",-1,-1,-1,neighborhood*
747,10724,"Prestige, influence ",747,-1,-1,-1,-1,"Among the crofters leadership is still undeveloped. The old men can enforce conformity but they cannot lead. Although prestige ranking is developed, in the form of the achieved statuses of ministers, doctors, and teachers, it is significant that, except for the minister in Glendale, all holders of prestige status are [Page 271] newcomers to the neighborhood, if not the island.",-1,-1,-1,-1,-1,-1
748,10725,Ascribed leadership roles?,748,-1,-1,-1,-1,Among the distinctive features which overtly characterize the county people is their ascribed status and role of leadership. ,-1,-1,-1,-1,-1,-1
749,10726,Leadership council?,749,The Scottish Council seems to have stimulated this interest by securing financial assistance in the initial stages and paying 75 percent of the annual expenses. ,-1,-1,-1,-1,-1,-1," The Skye Council of Social Service is dedicated to the promotion of the “general good of the community,” and the assistance of the work of statutory authorities and voluntary organizations engaged in improving education, health, and economic conditions",-1,-1,political organization
750,10727,"Stepping up in religious leadership, leads to prestige ",750,-1,-1,-1,-1,-1,-1,-1,"Moreover, despite the lack of a minister in Glendale between 1908-1911, 1913-1920, and 1931-1933, the people are as staunch as ever. At such times one of the elders steps forward to conduct services as he would during the temporary absence of the minister. His ability to fill the role of a spiritual leader fortifies his control and his prestige. ",-1,-1,religious group 
751,10728,Gentry resident,751,-1,-1,-1,-1,-1,-1,-1,"they have created and introduced new activities in which they express their role. These are the Skye Council of Social Service, the village council, and the Old People's Welfare Committee",-1,-1,neighborhood*
