,cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,c_name,hooper_coop.activities,hooper_group.size,hooper_payoff,hooper_performance,hooper_sanction.freeriders,c_name,hooper_total_against,hooper_total_for,prestige_counsel.f,prestige_emulated.f,prestige_expertise.f,prestige_family.f,prestige_followers.expect.success.f,hooper_coop.activities.f,hooper_group.size.f,hooper_payoff.f,hooper_performance.f,hooper_sanction.freeriders.f,subsistence2,region2,,c_name,hooper_total_against,hooper_total_for
601,10557,583,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,unkown,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
602,10558,583,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,unkown,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
603,10559,585,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,female,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
604,10562,587,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
605,10564,589,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
606,10565,590,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
607,10566,591,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
608,10567,592,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
610,10573,598,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,evidence for,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
611,10574,599,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,unkown,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
38,10791,813,both,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
39,10792,814,both,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
136,10779,801,case,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
137,10814,836,case,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
138,10815,837,case,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
139,10816,837,case,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
785,10777,799,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
786,10778,800,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
787,10780,802,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
788,10781,803,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
789,10782,804,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
790,10783,805,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
791,10784,806,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
792,10785,807,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,both,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
793,10786,808,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
794,10787,809,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
795,10788,810,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
796,10789,811,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
797,10790,812,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
798,10793,815,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,unkown,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
799,10794,816,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
800,10795,817,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
801,10796,818,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
802,10797,819,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
803,10798,820,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
804,10799,821,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
805,10800,822,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
806,10801,823,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
807,10802,824,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
808,10803,825,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
809,10804,826,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
810,10805,827,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
811,10806,828,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
812,10807,829,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
813,10808,830,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
814,10809,831,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
815,10810,832,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
816,10811,833,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
817,10812,834,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
818,10813,835,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
819,10817,838,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
820,10818,839,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
821,10819,840,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,South America,,,,
822,10820,841,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
823,10821,842,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,female,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
824,10822,843,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
825,10823,844,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
826,10824,845,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
827,10825,846,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
828,10826,847,cultural model,SB05,Kuna,Middle America and the Caribbean,Central America,horticulturalists,4,9.25,-78.5,33,male,Kuna,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
